english	translation	category	sub_category	source
Whenever you get a Rune Dragon task, it will be a bigger task.	每当你获得符文龙任务时，任务的目标数量将会增加。	manual	slayer_reward	
Learn how to combine Vorkath's head with your Slayer helmet to colour it turquoise.	学习如何将沃卡斯的头颅与你的杀戮者头盔组合，将其染成青绿色。	manual	slayer_reward	
Stops you getting Fossil Island Wyvern tasks, without counting towards your blocked task limit.	阻止你获得化石岛飞龙任务，且不佔用你的任務封鎖位。	manual	slayer_reward	
Slaying Dusk and Dawn now counts for two kills towards your task rather than one.	击杀怪诞守卫者‧黄昏和怪诞守卫者‧黎明现在算作两次击杀而非一次。	manual	slayer_reward	
Learn how to combine a Hydra head with your Slayer helmet to theme it like the Alchemical Hydra.	学习如何将九头蛇头颅与你的杀戮者头盔组合，使其呈现出炼金九头蛇风格的外观。	manual	slayer_reward	
Whenever you get a Basilisk task, it will be a bigger task.	每当你获得石化蜥蜴任务时，任务的目标数量将会增加。	manual	slayer_reward	
Konar, Duradel and Nieve will be able to assign Basilisks as your task.	科纳尔、杜拉德尔和尼芙将能够分配石化蜥蜴作为你的任务。	manual	slayer_reward	
Learn how to combine Twisted Horns with your Slayer helmet to theme it like the Great Olm.	学习如何将扭曲角与你的杀戮者头盔组合，使其呈现出大奥姆风格的外观。	manual	slayer_reward	
Whenever you get a Vampyre task, it will be a bigger task.	每当你获得吸血鬼任务时，任务的目标数量将会增加。	manual	slayer_reward	
Konar, Duradel, Nieve and Chaeldar will be able to assign Vampyres as your task.	科纳尔、杜拉德尔、尼芙和查尔达将能够分配吸血鬼作为你的任务。	manual	slayer_reward	
Gain the ability to store your task, allowing you to take it at a later point in time.	获得存储任务的能力，允许你在以后的时间点接取。	manual	slayer_reward	
Krystilia will be able to assign Jellies, Dust Devils, Nechryaels and Abyssal Demons as your task.	克里斯蒂莉亚将能够分配果冻怪、尘魔、死灵恶魔和深渊恶魔作为你的任务。	manual	slayer_reward	
Whenever you get a Revenants task, it will be a bigger task.	每当你获得亡灵任务时，任务的目标数量将会增加。	manual	slayer_reward	
Konar, Duradel, Nieve and Chaeldar will be able to assign Warped Creatures as your task.	科纳尔、杜拉德尔、尼芙和查尔达将能够分配扭曲生物作为你的任务。	manual	slayer_reward	
Karamja easy	卡拉姆詹岛 - 简单	manual	task	
Karamja medium	卡拉姆詹岛 - 中等	manual	task	
Karamja hard	卡拉姆詹岛 - 困难	manual	task	
Karamja elite	卡拉姆詹岛 - 精英	manual	task	
Ardougne easy	阿多尼城 - 简单	manual	task	
Ardougne medium	阿多尼城 - 中等	manual	task	
Ardougne hard	阿多尼城 - 困难	manual	task	
Ardougne elite	阿多尼城 - 精英	manual	task	
Falador easy	法拉多城 - 简单	manual	task	
Falador medium	法拉多城 - 中等	manual	task	
Falador hard	法拉多城 - 困难	manual	task	
Falador elite	法拉多城 - 精英	manual	task	
Fremennik easy	费明尼克 - 简单	manual	task	
Fremennik medium	费明尼克 - 中等	manual	task	
Fremennik hard	费明尼克 - 困难	manual	task	
Fremennik elite	费明尼克 - 精英	manual	task	
Kandarin easy	坎达林王国 - 简单	manual	task	
Kandarin medium	坎达林王国 - 中等	manual	task	
Kandarin hard	坎达林王国 - 困难	manual	task	
Kandarin elite	坎达林王国 - 精英	manual	task	
Desert easy	沙漠 - 简单	manual	task	
Desert medium	沙漠 - 中等	manual	task	
Desert hard	沙漠 - 困难	manual	task	
Desert elite	沙漠 - 精英	manual	task	
Lumbridge easy	仑桥镇 - 简单	manual	task	
Lumbridge medium	仑桥镇 - 中等	manual	task	
Lumbridge hard	仑桥镇 - 困难	manual	task	
Lumbridge elite	仑桥镇 - 精英	manual	task	
Morytania easy	莫利塔尼亚 - 简单	manual	task	
Morytania medium	莫利塔尼亚 - 中等	manual	task	
Morytania hard	莫利塔尼亚 - 困难	manual	task	
Morytania elite	莫利塔尼亚 - 精英	manual	task	
Varrock easy	维洛克城 - 简单	manual	task	
Varrock medium	维洛克城 - 中等	manual	task	
Varrock hard	维洛克城 - 困难	manual	task	
Varrock elite	维洛克城 - 精英	manual	task	
Wilderness easy	荒野 - 简单	manual	task	
Wilderness medium	荒野 - 中等	manual	task	
Wilderness hard	荒野 - 困难	manual	task	
Wilderness elite	荒野 - 精英	manual	task	
Western easy	西部 - 简单	manual	task	
Western medium	西部 - 中等	manual	task	
Western hard	西部 - 困难	manual	task	
Western elite	西部 - 精英	manual	task	
Kourend easy	库兰德王国 - 简单	manual	task	
Kourend medium	库兰德王国 - 中等	manual	task	
Kourend hard	库兰德王国 - 困难	manual	task	
Kourend elite	库兰德王国 - 精英	manual	task	
Discover an old coin.	发现一枚古币	manual	varrock_museum	
Discover an ancient coin.	发现一枚古代金币	manual	varrock_museum	
Discover an ancient symbol.	发现一个古代圣徽	manual	varrock_museum	
Discover an old symbol.	发现一个古老的圣徽	manual	varrock_museum	
Discover pottery remains.	发现陶器残骸	manual	varrock_museum	
Learn about dragons.	了解巨龙	manual	varrock_museum	
Learn about wyvern.	了解飞龙	manual	varrock_museum	
Learn about tortoise.	了解陆龟	manual	varrock_museum	
Learn about lizard.	了解蜥蜴	manual	varrock_museum	
Learn about leech.	了解水蛭	manual	varrock_museum	
Learn about camel.	了解骆驼	manual	varrock_museum	
Learn about mole.	了解鼹鼠	manual	varrock_museum	
Learn about penguin.	了解企鹅	manual	varrock_museum	
Learn about terrorbird.	了解骇鸟	manual	varrock_museum	
Learn about kalphite.	了解卡尔夫特虫	manual	varrock_museum	
Learn about monkey.	了解猴子	manual	varrock_museum	
Learn about seaslug.	了解海蛞蝓	manual	varrock_museum	
Learn about snake.	了解蛇	manual	varrock_museum	
Learn about snail.	了解蜗牛	manual	varrock_museum	
Uncover knowledge about the Staff of Armadyl.	揭开关于阿玛杜尔杖的知识	manual	varrock_museum	
Reveal further knowledge about the Staff of Armadyl.	揭示更多关于阿玛杜尔杖的知识	manual	varrock_museum	
Return the Shield of Arrav to the museum.	将阿拉夫之盾归还给博物馆	manual	varrock_museum	
Provide a diagram of the Observatory to the museum.	向博物馆提供天文台结构图	manual	varrock_museum	
Provide information about King Arthur to the museum.	向博物馆提供关于亚瑟王的信息	manual	varrock_museum	
Describe Silverlight for a museum display.	为博物馆展示描述银光剑	manual	varrock_museum	
Give information about the Gnome gliders to the museum.	向博物馆提供关于地精滑翔机的信息	manual	varrock_museum	
Uncover information about Bob the cat.	揭开关于鲍勃猫的信息	manual	varrock_museum	
Discover knowledge about King Lathas and his ancestors.	探索关于拉萨斯国王及其祖先的知识	manual	varrock_museum	
Provide information about the River Salve.	向博物馆提供关于萨鲁夫河的信息	manual	varrock_museum	
Uncover further information about the River Salve.	揭开更多关于萨鲁夫河的信息	manual	varrock_museum	
Delve into the story of the Carnillean family.	深入了解卡尼利安家族的故事	manual	varrock_museum	
Find out about the cult of chaos mages near Varrock.	了解维洛克城附近的混沌法师邪教	manual	varrock_museum	
Uncover the secrets of runecrafting.	揭开符石制作的秘密	manual	varrock_museum	
Discover the secrets of the Shield of Arrav.	揭开阿拉夫之盾的秘密	manual	varrock_museum	
Build the mermaid display.	建造美人鱼展示柜	manual	varrock_museum	
Build the pufferfish display.	建造河豚展示柜	manual	varrock_museum	
Build the hoopsnake display.	建造衔尾蛇展示柜	manual	varrock_museum	
Build the wyvern egg display.	建造飞龙蛋展示柜	manual	varrock_museum	
Build the fossil crab display.	建造化石蟹展示柜	manual	varrock_museum	
Build the fossil fuel display.	建造化石燃料展示柜	manual	varrock_museum	
Build the footprint display.	建造脚印展示柜	manual	varrock_museum	
Build the ancient zygomite display.	建造古代菇人展示柜	manual	varrock_museum	
Build the clamshell display.	建造蛤蜊壳展示柜	manual	varrock_museum	
Build the unicorn footprint display.	建造独角兽脚印展示柜	manual	varrock_museum	
Build the imprint display.	建造印记展示柜	manual	varrock_museum	
Build the cave painting display.	建造洞穴壁画展示柜	manual	varrock_museum	
Build the biclopse display.	建造双头怪展示柜	manual	varrock_museum	
Build the wyvern skull display.	建造飞龙头骨展示柜	manual	varrock_museum	
Build the lobstrosity display.	建造龙虾怪展示柜	manual	varrock_museum	
Build the tar thing display.	建造焦油物展示柜	manual	varrock_museum	
Build the merfsh display.	建造哥布林鱼展示柜	manual	varrock_museum	
Build the twocan display.	建造双头怪展示柜	manual	varrock_museum	
Build the terror snail display.	建造恐怖蜗牛展示柜	manual	varrock_museum	
Build the mushtoise display.	建造蘑菇龟展示柜	manual	varrock_museum	
Build the sharkbeast display.	建造鲨鱼兽展示柜	manual	varrock_museum	
Build the mushroo display.	建造蘑菇兽展示柜	manual	varrock_museum	
Build the sabre toothed squirrel display.	建造剑齿松鼠展示柜	manual	varrock_museum	
Build the mandibular display.	建造巨颚兽展示柜	manual	varrock_museum	
Build the dragonfly display.	建造蜻蜓展示柜	manual	varrock_museum	
Build the lava beast display.	建造熔岩怪展示柜	manual	varrock_museum	
Build part of the leviathan display.	建造利维坦展示的一部分	manual	varrock_museum	
Build the mushtree display.	建造蘑菇树展示柜	manual	varrock_museum	
Build the pitcher display.	建造猪笼草展示柜	manual	varrock_museum	
Build the skroom display.	建造斯库姆菇展示柜	manual	varrock_museum	
Build the spineplant display.	建造刺植物展示柜	manual	varrock_museum	
Build the mushroom display.	建造蘑菇展示柜	manual	varrock_museum	
Hand in an Ancient globe.	上交一个古代地球仪	manual	varrock_museum	
Hand in an Ancient ledger.	上交一个古代分类账	manual	varrock_museum	
Hand in an Ancient astroscope.	上交一个古代星盘	manual	varrock_museum	
Hand in an Ancient treatise.	上交一个古代论文	manual	varrock_museum	
Hand in an Ancient carcanet.	上交一个古代项链	manual	varrock_museum	
Digsite Finds	考古挖掘场发现物	manual	varrock_museum	
Natural History Displays	自然历史展示柜	manual	varrock_museum	
Timeline Displays	时间线展示柜	manual	varrock_museum	
Fossil Island Displays	化石岛展示柜	manual	varrock_museum	
Camdozaal Relics	坎多扎尔遗物	manual	varrock_museum	
Clean finds from the Digsite on the tables in the museum and place them in their cases.	清理考古挖掘场的发现物，放在博物馆的桌子上并将它们放入展示柜中	manual	varrock_museum	
Examine the displays in the Natural History section of the museum and answer Orlando Smith's quiz.	检查博物馆自然历史部分的展示并回答奥兰多‧史密斯的测验	manual	varrock_museum	
Gather information from around Gielinor by completing quests and other activities, then speak to Historian Minas.	通过完成任务和其他活动收集基利诺尔各地的信息，然后与历史学家米纳斯交谈	manual	varrock_museum	
Discover fossils on fossil island to complete the displays on the bottom floor of the museum.	在化石岛发现化石以完成博物馆底层的展示	manual	varrock_museum	
Crush Barronite deposits in the ruins of Camdozaal to find relics and hand them in to the curator.	在坎多扎尔废墟中粉碎巴隆石矿床以找到遗物并将其交给馆长	manual	varrock_museum	
The Ides of Milk	奶月望日	manual	quest	
Learning the Ropes	初学航海	manual	quest	
Current Affairs	时事动态	manual	quest	
The Final Dawn	最终黎明	manual	quest	
Pandemonium	潘德莫尼姆	manual	quest	
Prying Times	撬开宝箱	manual	quest	
Scrambled!	紧急行动！	manual	quest	
Shadows of Custodia	卡斯托迪亚之影	manual	quest	
Troubled Tortugans	困扰的海龟人	manual	quest	
Vale Totems	山谷图腾	manual	quest	
Shroom Sprayer	蘑菇喷雾器	manual	slayer_reward	
To talk in your clan's channel, start each line of chat with // or /c.	要在你的氏族频道中发言，每行聊天内容前加上//或/c。	manual	ai_cache	ai_cache_20260618
Did you know? There is a setting to allow you to get Strength XP when pushing through the wheat in Puro-Puro.	你知道吗？有一个设置可以让你在普鲁普鲁穿过小麦时获得力量经验值。	manual	ai_cache	ai_cache_20260618
Members: Battlestaves	会员：战杖	manual	ai_cache	ai_cache_20260618
Members: Swamp lizard	会员：沼泽蜥蜴	manual	ai_cache	ai_cache_20260618
Members: Ivandis Flail	会员：伊万迪斯连枷	manual	ai_cache	ai_cache_20260618
Members: Mystic staves	会员：神秘法杖	manual	ai_cache	ai_cache_20260618
Members: Void Knight mace	会员：虚空骑士钉锤	manual	ai_cache	ai_cache_20260618
Members: Blisterwood	会员：水泡木	manual	ai_cache	ai_cache_20260618
Members: Keris dagger	会员：克里西斯匕首	manual	ai_cache	ai_cache_20260618
Members: Ancient staff	会员：古代法杖	manual	ai_cache	ai_cache_20260618
Members: Ancient sceptre	会员：古代权杖	manual	ai_cache	ai_cache_20260618
Members: Upgraded Ancient Sceptre	会员：升级版古代权杖	manual	ai_cache	ai_cache_20260618
Members: Purging staff	会员：净化法杖	manual	ai_cache	ai_cache_20260618
Members: Orange salamander	会员：橙色蝾螈	manual	ai_cache	ai_cache_20260618
Members: Granite maul	会员：花岗岩锤	manual	ai_cache	ai_cache_20260618
Members: Granite longsword	会员：花岗岩长剑	manual	ai_cache	ai_cache_20260618
Members: Arkan blade	会员：阿坎之刃	manual	ai_cache	ai_cache_20260618
Members: TokTz-Mej-Tal	会员：黑曜石法杖	manual	ai_cache	ai_cache_20260618
Members: Red salamander	会员：红色蝾螈	manual	ai_cache	ai_cache_20260618
Members: Barrelchest Anchor	会员：桶箱锚	manual	ai_cache	ai_cache_20260618
Members: 3rd Age weapons	会员：第三纪元武器	manual	ai_cache	ai_cache_20260618
Members: Keris partisan	会员：克里西斯阔头枪	manual	ai_cache	ai_cache_20260618
Members: Crystal weaponry	会员：水晶武器	manual	ai_cache	ai_cache_20260618
Requires: Level 30 Magic	需要：30级魔法	manual	ai_cache	ai_cache_20260618
Members: Crystal halberd	会员：水晶戟	manual	ai_cache	ai_cache_20260618
Members: Avernic defender	会员：阿弗尼克格挡匕首	manual	ai_cache	ai_cache_20260618
Members: Ahrim's staff	会员：阿赫姆的法杖	manual	ai_cache	ai_cache_20260618
Members: Frostmoon Spear	会员：霜月长矛	manual	ai_cache	ai_cache_20260618
Members: Black salamander	会员：黑色蝾螈	manual	ai_cache	ai_cache_20260618
Members: Dharok's greataxe	会员：达洛克的巨斧	manual	ai_cache	ai_cache_20260618
Members: Torag's hammers	会员：托拉格的锤	manual	ai_cache	ai_cache_20260618
Members: Abyssal bludgeon	会员：深渊棍棒	manual	ai_cache	ai_cache_20260618
Members: Dual Macuahuitl	会员：成对黑曜石锯剑	manual	ai_cache	ai_cache_20260618
Members: Dinh's bulwark	会员：丁的门盾	manual	ai_cache	ai_cache_20260618
Members: Staff of the Dead	会员：死亡法杖	manual	ai_cache	ai_cache_20260618
Members: Staff of Light	会员：光明法杖	manual	ai_cache	ai_cache_20260618
Requires: Level 30 Ranged, level 30 Magic	需要：30级远程、30级魔法	manual	ai_cache	ai_cache_20260618
Members: Staff of Balance	会员：平衡法杖	manual	ai_cache	ai_cache_20260618
Members: Elder maul	会员：长老战士锤	manual	ai_cache	ai_cache_20260618
Members: Variants of Keris partisan	会员：克里西斯阔头枪变体	manual	ai_cache	ai_cache_20260618
Members: Tecu salamander	会员：特库蝾螈	manual	ai_cache	ai_cache_20260618
Members: Soulreaper axe	会员：猎魂斧	manual	ai_cache	ai_cache_20260618
Members: Scythe of Vitur	会员：维图尔镰刀	manual	ai_cache	ai_cache_20260618
Requires: Below Ice Mountain	需要：冰山之下	manual	ai_cache	ai_cache_20260618
Requires: A Taste of Hope	需要：希望的味道	manual	ai_cache	ai_cache_20260618
Requires: Level 40 Magic	需要：40级魔法	manual	ai_cache	ai_cache_20260618
Void Knight equipment	虚空骑士装备	manual	ai_cache	ai_cache_20260618
Ferocious Gloves	狂暴手套	manual	ai_cache	ai_cache_20260618
Skillcape	技能斗篷	manual	ai_cache	ai_cache_20260618
Requires: Level 22 Prayer, level 42 Ranged, level 42 Defence, level 42 Strength, level 42 Hitpoints, level 42 Magic	需要：祈祷等级22，远程等级42，防御等级42，力量等级42，生命值等级42，魔法等级42	manual	ai_cache	ai_cache_20260618
More info	更多信息	manual	ai_cache	ai_cache_20260618
Hide locked	隐藏已锁定	manual	ai_cache	ai_cache_20260618
Show warning when casting: Teleport to Target	施放传送至目标时显示警告	manual	ai_cache	ai_cache_20260618
Show warning when casting: Dareeyak Teleport	施放达里雅克传送术时显示警告	manual	ai_cache	ai_cache_20260618
Show warning when casting: Carrallanger Teleport	施放卡拉兰杰传送术时显示警告	manual	ai_cache	ai_cache_20260618
Show warning when casting: Annakarl Teleport	施放安纳卡尔传送术时显示警告	manual	ai_cache	ai_cache_20260618
Show warning when casting: Ghorrock Teleport	施放戈罗克传送术时显示警告	manual	ai_cache	ai_cache_20260618
Enable Wilderness teleport warnings	启用荒野传送警告	manual	ai_cache	ai_cache_20260618
Disable Wilderness teleport warnings	禁用荒野传送警告	manual	ai_cache	ai_cache_20260618
Tablets	石板	manual	ai_cache	ai_cache_20260618
Show warning when using tablet: Dareeyak	使用达里雅克石板时显示警告	manual	ai_cache	ai_cache_20260618
Combat task interface remembers last interface opened	战斗任务界面记住上次打开的界面	manual	ai_cache	ai_cache_20260618
Sailing Interfaces	航海界面	manual	ai_cache	ai_cache_20260618
Sailing side panel	航海侧面板	manual	ai_cache	ai_cache_20260618
Always show	始终显示	manual	ai_cache	ai_cache_20260618
Charting popups	海图弹窗	manual	ai_cache	ai_cache_20260618
Show charting hints	显示航海图提示	manual	ai_cache	ai_cache_20260618
Show boat customisation material messages	显示船只自定义材料消息	manual	ai_cache	ai_cache_20260618
When enabled, charting hints will be shown in the captain's log.	启用后，航海图提示将显示在船长日志中。	manual	ai_cache	ai_cache_20260618
Requires: Sins of the Father	需要：父辈的罪孽	manual	ai_cache	ai_cache_20260618
Report	报告	manual	ai_cache	ai_cache_20260618
Sign Here	在此签名	manual	ai_cache	ai_cache_20260618
Did you know? You can buy basic farming gear, including plant cure, by talking to farmers near farming patches.	你知道吗？你可以通过与种植地附近的农民交谈购买基础农业装备，包括植物治疗药水。	manual	ai_cache	ai_cache_20260618
Members: Black halberd	会员：黑铁戟	manual	ai_cache	ai_cache_20260618
Members: White halberd	会员：白骑士戟	manual	ai_cache	ai_cache_20260618
Members: White warhammer	会员：白骑士战锤	manual	ai_cache	ai_cache_20260618
Members: Mithril halberd	会员：秘银戟	manual	ai_cache	ai_cache_20260618
Members: Adamant halberd	会员：精金戟	manual	ai_cache	ai_cache_20260618
Members: Rune halberd	会员：符文戟	manual	ai_cache	ai_cache_20260618
Members: Hunter's spear	会员：猎人长矛	manual	ai_cache	ai_cache_20260618
Members: Dragon halberd	会员：龙金戟	manual	ai_cache	ai_cache_20260618
Members: Eclipse Atlatl	会员：月蚀投矛器	manual	ai_cache	ai_cache_20260618
Requires: Level 22 Prayer, level 42 Ranged, level 42 Magic, level 42 Defence, level 42 Attack, level 42 Hitpoints	需要：祈祷等级22，远程等级42，魔法等级42，防御等级42，攻击等级42，生命值等级42	manual	ai_cache	ai_cache_20260618
Did you know? The fire in the Ruins of Unkah is actually considered a range.	你知道吗？昂卡遗址里的火实际上被视为一个炉灶。	manual	ai_cache	ai_cache_20260618
Connecting...	连接中……	manual	ai_cache	ai_cache_20260618
Name: 0ldBald	名字：0ldBald	manual	ai_cache	ai_cache_20260618
Had Me hello	嘿，你好。	manual	ai_cache	ai_cache_20260618
Iron Geye	铁制盖伊头盔	manual	ai_cache	ai_cache_20260618
AiGe	艾吉	manual	ai_cache	ai_cache_20260618
Xiao	小	manual	ai_cache	ai_cache_20260618
llJimmy	小吉米	manual	ai_cache	ai_cache_20260618
NoneBunnie	无兔子	manual	ai_cache	ai_cache_20260618
Requires: Contact!	需要：接触！	manual	ai_cache	ai_cache_20260618
Requires: Level 22 Prayer, level 42 Ranged, level 42 Magic, level 42 Defence, level 42 Strength, level 42 Hitpoints	需要：祈祷等级22，远程等级42，魔法等级42，防御等级42，力量等级42，生命值等级42	manual	ai_cache	ai_cache_20260618
Requires: Level 50 Magic, Desert Treasure I	需要：50级魔法，沙漠宝藏 I	manual	ai_cache	ai_cache_20260618
Xuanlit	徐利特	manual	ai_cache	ai_cache_20260618
AllPet	全部宠物	manual	ai_cache	ai_cache_20260618
Frayla	弗莱拉	manual	ai_cache	ai_cache_20260618
Ethan IP	伊桑.因普	manual	ai_cache	ai_cache_20260618
Afei	阿费伊	manual	ai_cache	ai_cache_20260618
Sunkis	桑基斯	manual	ai_cache	ai_cache_20260618
When active, prevents you from attacking players if this would cause you to become skulled.	激活时，若攻击玩家会导致你被骷髅标记，则阻止你进行攻击。	manual	ai_cache	ai_cache_20260618
Requires: Level 60 Strength, level 70 Magic, Secrets of the North	需要：60级力量，70级魔法，北方的秘密	manual	ai_cache	ai_cache_20260618
Requires: Level 80 Defence	需要：80级防御	manual	ai_cache	ai_cache_20260618
Requires: Level 60 Strength, level 75 Magic, Desert Treasure II - The Fallen Empire	需要：60级力量，75级魔法，沙漠宝藏 II-陨落的帝国	manual	ai_cache	ai_cache_20260618
Requires: Level 77 Magic	需要：77级魔法	manual	ai_cache	ai_cache_20260618
See Ajjat at the Warriors' Guild	前往战士公会拜访阿加特	manual	ai_cache	ai_cache_20260618
Requires: Level 50 Ranged, level 50 Magic	需要：50级远程、50级魔法	manual	ai_cache	ai_cache_20260618
Requires: Level 50 Strength	需要：力量等级50	manual	ai_cache	ai_cache_20260618
Requires: The Final Dawn	需要：最终黎明	manual	ai_cache	ai_cache_20260618
Did you know? You can eat a food item, drink a potion and eat a Cooked karambwan in the same tick, as long as you do it in that order.	你知道吗？只要顺序正确，你可以在同一时间吃食物、喝药水并吃熟卡拉姆班鱼。	manual	ai_cache	ai_cache_20260618
NotBrolly	不是布鲁利	manual	ai_cache	ai_cache_20260618
Laogo	拉奥戈	manual	ai_cache	ai_cache_20260618
Use the buttons below to	使用下方按钮来	manual	ai_cache	ai_cache_20260618
logout or switch worlds safely.	安全登出或切换世界。	manual	ai_cache	ai_cache_20260618
How much did you enjoy playing	你玩得开心吗	manual	ai_cache	ai_cache_20260618
Old School RuneScape today?	今天 Old School RuneScape？	manual	ai_cache	ai_cache_20260618
Over the Mountains	越过山脉	manual	ai_cache	ai_cache_20260618
The Doom	末日	manual	ai_cache	ai_cache_20260618
Over the Horizon	地平线之外	manual	ai_cache	ai_cache_20260618
Test Your Sails	测试你的帆	manual	ai_cache	ai_cache_20260618
Scape Sail	OSRS - 航海	manual	ai_cache	ai_cache_20260618
Boat 'Em Up	把它们都送上船	manual	ai_cache	ai_cache_20260618
Business as Unusual	非同寻常	manual	ai_cache	ai_cache_20260618
Ocean Depths	海洋深处	manual	ai_cache	ai_cache_20260618
Cannonballin'	炮弹	manual	ai_cache	ai_cache_20260618
Leagues VI: Demonic Pacts Rewards Shop is now open!	联赛六：恶魔契约奖励商店现已开放！	manual	ai_cache	ai_cache_20260618
Head to the Lumbridge Castle grounds and speak to the Leagues Tutor to spend your League points!	前往仑桥镇城堡场地，与联赛导师交谈以花费你的联赛点数！	manual	ai_cache	ai_cache_20260618
You have 361 days of membership left.	你还有361天会员时间。	manual	ai_cache	ai_cache_20260618
You have	你有	manual	ai_cache	ai_cache_20260618
Requires: Level 60 Magic	需要：60级魔法	manual	ai_cache	ai_cache_20260618
MrBitcoins:	MrBitcoins：	manual	ai_cache	ai_cache_20260618
Pls help anyone i need 100k for herbs / tress	拜托了，有人能帮我吗？我需要10万金币买草药/树木。	manual	ai_cache	ai_cache_20260618
Requires: Level 60 Ranged, level 60 Magic	需要：60级远程、60级魔法	manual	ai_cache	ai_cache_20260618
Im poor lol	我好穷 lol	manual	ai_cache	ai_cache_20260618
Stats	属性	manual	ai_cache	ai_cache_20260618
Movement	移动	manual	ai_cache	ai_cache_20260618
Base speed	基础速度	manual	ai_cache	ai_cache_20260618
Speed cap	速度帽	manual	ai_cache	ai_cache_20260618
Acceleration	加速	manual	ai_cache	ai_cache_20260618
Speed boost duration	加速效果持续时间	manual	ai_cache	ai_cache_20260618
Combat: Overall	战斗：综合	manual	ai_cache	ai_cache_20260618
Max hitpoints	最大生命值	manual	ai_cache	ai_cache_20260618
Facility ammo saved	设施弹药保存	manual	ai_cache	ai_cache_20260618
Combat: Melee	战斗：近战	manual	ai_cache	ai_cache_20260618
Stab defence	刺击防御	manual	ai_cache	ai_cache_20260618
Slash defence	劈砍防御	manual	ai_cache	ai_cache_20260618
Crush defence	粉碎防御	manual	ai_cache	ai_cache_20260618
Stab armour	刺击盔甲	manual	ai_cache	ai_cache_20260618
Slash armour	割裂者盔甲	manual	ai_cache	ai_cache_20260618
Crush armour	粉碎盔甲	manual	ai_cache	ai_cache_20260618
Combat: Ranged	战斗：远程	manual	ai_cache	ai_cache_20260618
Light ranged defence	轻型远程防御药水	manual	ai_cache	ai_cache_20260618
Standard ranged defence	标准远程防御	manual	ai_cache	ai_cache_20260618
Heavy ranged defence	重型远程防御	manual	ai_cache	ai_cache_20260618
Light ranged armour	轻型射手盔甲	manual	ai_cache	ai_cache_20260618
Standard ranged armour	标准射手盔甲	manual	ai_cache	ai_cache_20260618
Heavy ranged armour	重型远程盔甲	manual	ai_cache	ai_cache_20260618
Combat: Magic	战斗：魔法	manual	ai_cache	ai_cache_20260618
Magic defence	魔法防御	manual	ai_cache	ai_cache_20260618
Air magic armour	风系魔法盔甲	manual	ai_cache	ai_cache_20260618
Water magic armour	水魔法盔甲	manual	ai_cache	ai_cache_20260618
Earth magic armour	土元素魔法盔甲	manual	ai_cache	ai_cache_20260618
Fire magic armour	火系魔法盔甲	manual	ai_cache	ai_cache_20260618
Resistance	抵抗	manual	ai_cache	ai_cache_20260618
Rapid resistance	快速抵抗	manual	ai_cache	ai_cache_20260618
Storm resistance	风暴抵抗	manual	ai_cache	ai_cache_20260618
Crystal helm resistance	水晶头盔抗性	manual	ai_cache	ai_cache_20260618
Fetid water resistant	恶臭的防水布	manual	ai_cache	ai_cache_20260618
Crystal sea resistant	水晶海龟壳 (耐腐蚀)	manual	ai_cache	ai_cache_20260618
Tangled kelp resistant	耐缠绕海带	manual	ai_cache	ai_cache_20260618
Icy seas resistant	耐寒海区	manual	ai_cache	ai_cache_20260618
Crew	船员	manual	ai_cache	ai_cache_20260618
Crew details can only be viewed while on a boat.	船员详情只能在船上查看。	manual	ai_cache	ai_cache_20260618
Did you know? There is an option in the Settings menu to automatically smash empty vials once you have finished emptying them.	你知道吗？在设置菜单中有一个选项，可以自动粉碎你清空的空瓶。	manual	ai_cache	ai_cache_20260618
Requires: Level 40 Strength, The Great Brain Robbery	需要：40级力量，大脑大盗	manual	ai_cache	ai_cache_20260618
0 unread	0 个未读	manual	ai_cache	ai_cache_20260618
Requires: Beneath Cursed Sands	需要：诅咒沙地之下	manual	ai_cache	ai_cache_20260618
Requires: Level 50 Agility	需要：50级敏捷	manual	ai_cache	ai_cache_20260618
Requires: Level 50 Agility, Roving Elves	需要：50级敏捷，游荡的精灵	manual	ai_cache	ai_cache_20260618
Requires: Western Provinces Achievement Diary - hard tier	需要：西部省份成就日志 - 困难层级	manual	ai_cache	ai_cache_20260618
Right-click on worlds to	右键点击世界以	manual	ai_cache	ai_cache_20260618
set them as Favourites.	将它们设为收藏。	manual	ai_cache	ai_cache_20260618
Are you sure you wish to switch to World 330?	你确定要切换到世界330吗？	manual	ai_cache	ai_cache_20260618
Cancel	取消	manual	ai_cache	ai_cache_20260618
Switch world	切换世界	manual	ai_cache	ai_cache_20260618
Deadman - P...	死亡联赛 - P…	manual	ai_cache	ai_cache_20260618
Mastering M...	精通魔法…	manual	ai_cache	ai_cache_20260618
Salvaging	打捞	manual	ai_cache	ai_cache_20260618
Sorceress's...	女巫的……	manual	ai_cache	ai_cache_20260618
Requires: Level 70 Defence	需要：70级防御	manual	ai_cache	ai_cache_20260618
Requires: Level 70 Magic	需要：70级魔法	manual	ai_cache	ai_cache_20260618
Requires: Level 75 Magic	需要：75级魔法	manual	ai_cache	ai_cache_20260618
Requires: Level 70 Ranged, level 70 Magic	需要：70级远程、70级魔法	manual	ai_cache	ai_cache_20260618
There are a lot of people on this world. You might want to switch to a quieter one.	这个世界上人很多。你可能想换到一个更安静的世界。	manual	ai_cache	ai_cache_20260618
